# Wavelength(micron)	Flux(Jy)	Flux_error(Jy)
9.8165e+00 4.3537e-04 3.7512e-06
9.8402e+00 4.1293e-04 3.8023e-06
9.8639e+00 4.1222e-04 3.7652e-06
9.8875e+00 4.0091e-04 3.9227e-06
9.9111e+00 4.1623e-04 3.8087e-06
9.9345e+00 4.2251e-04 3.9775e-06
9.9578e+00 4.6716e-04 4.0589e-06
9.9811e+00 4.6971e-04 4.1408e-06
1.0004e+01 4.5446e-04 4.0937e-06
1.0027e+01 4.4326e-04 4.1394e-06
1.0050e+01 4.2683e-04 4.1258e-06
1.0074e+01 4.1761e-04 3.9217e-06
1.0096e+01 4.2835e-04 4.3576e-06
1.0118e+01 4.4314e-04 4.3432e-06
1.0141e+01 4.5555e-04 4.3893e-06
1.0164e+01 4.7475e-04 4.5430e-06
1.0187e+01 4.9350e-04 4.5663e-06
1.0209e+01 4.8398e-04 4.6347e-06
1.0231e+01 4.6403e-04 4.5560e-06
1.0253e+01 4.5016e-04 4.6688e-06
1.0276e+01 4.1612e-04 4.5096e-06
1.0298e+01 3.6992e-04 4.4732e-06
1.0320e+01 3.1786e-04 4.3649e-06
1.0341e+01 2.6034e-04 4.2870e-06
1.0363e+01 2.3330e-04 4.3049e-06
1.0385e+01 2.2365e-04 4.4402e-06
1.0407e+01 2.3515e-04 4.4882e-06
1.0429e+01 2.5331e-04 4.5644e-06
1.0451e+01 2.6498e-04 4.6283e-06
1.0472e+01 2.6180e-04 5.0655e-06
1.0493e+01 2.9074e-04 4.9756e-06
1.0515e+01 2.9720e-04 5.0458e-06
1.0536e+01 2.9802e-04 4.9796e-06
1.0558e+01 2.9119e-04 5.1764e-06
1.0579e+01 2.9988e-04 5.2027e-06
1.0600e+01 3.2100e-04 5.3320e-06
1.0621e+01 3.1890e-04 5.1421e-06
1.0642e+01 3.0778e-04 5.5844e-06
1.0663e+01 3.0920e-04 5.4128e-06
1.0684e+01 2.9318e-04 5.6987e-06
1.0704e+01 2.6139e-04 5.5739e-06
1.0725e+01 2.4854e-04 5.6259e-06
1.0746e+01 2.5333e-04 5.7362e-06
1.0767e+01 2.6782e-04 6.0000e-06
1.0788e+01 2.9164e-04 6.1218e-06
1.0808e+01 3.0229e-04 6.1302e-06
